time,data,Grams,Newtons,multiplier,offset
50205,-243334,291.09926,,0.00111,561.2
50290,-242383,292.15487,,0.00111,561.2
50374,-242931,291.54659,,0.00111,561.2
50458,-247150,286.8635,,0.00111,561.2
50542,-255124,278.01236,,0.00111,561.2
50626,-259629,273.01181,,0.00111,561.2
50710,-258298,274.48922,,0.00111,561.2
50795,-256918,276.02102,,0.00111,561.2
50879,-256171,276.85019,,0.00111,561.2
50963,-257441,275.44049,,0.00111,561.2
51047,-261179,271.29131,,0.00111,561.2
51131,-264112,268.03568,,0.00111,561.2
51215,-260789,271.72421,,0.00111,561.2
51300,-251645,281.87405,,0.00111,561.2
51384,-239971,294.83219,,0.00111,561.2
51468,-226907,309.33323,,0.00111,561.2
51552,-213958,323.70662,,0.00111,561.2
51636,-199545,339.70505,,0.00111,561.2
51721,-183090,357.9701,,0.00111,561.2
51805,-163361,379.86929,,0.00111,561.2
51889,-131271,415.48919,,0.00111,561.2
51973,-91952,459.13328,,0.00111,561.2
52057,-44296,512.03144,,0.00111,561.2
52141,16947,580.01117,,0.00111,561.2
52226,-34676,522.70964,,0.00111,561.2
52310,-214049,323.60561,,0.00111,561.2
52394,-277243,253.46027,,0.00111,561.2
52478,-300761,227.35529,,0.00111,561.2
52562,-315688,210.78632,,0.00111,561.2
52646,-325768,199.59752,,0.00111,561.2
52731,-334162,190.28018,,0.00111,561.2
52815,-341367,182.28263,,0.00111,561.2
52899,-347834,175.10426,,0.00111,561.2
52983,-353953,168.31217,,0.00111,561.2
53067,-359976,161.62664,,0.00111,561.2
53151,-366703,154.15967,,0.00111,561.2
53236,-373956,146.10884,,0.00111,561.2
53320,-381501,137.73389,,0.00111,561.2
53404,-387993,130.52777,,0.00111,561.2
53488,-392297,125.75033,,0.00111,561.2
53572,-395337,122.37593,,0.00111,561.2
53657,-398854,118.47206,,0.00111,561.2
53741,-404777,111.89753,,0.00111,561.2
53825,-416101,99.32789,,0.00111,561.2
53909,-440335,72.42815,,0.00111,561.2
53993,-463159,47.09351,,0.00111,561.2
54077,-472391,36.84599,,0.00111,561.2
